"","month","year","damagecause","county","state","commodity","count"
"34158","AUG",2002,"Frost","Lincoln","WA","WHEAT",2
"34159","JUL",2002,"Frost","Lincoln","WA","WHEAT",2
"34160","JUN",2002,"Frost","Lincoln","WA","WHEAT",2
"34161","MAY",2002,"Frost","Lincoln","WA","WHEAT",2
"34162","OCT",2002,"Frost","Lincoln","WA","WHEAT",1
"34163","SEP",2002,"Frost","Lincoln","WA","WHEAT",2
"34164","AUG",2003,"Frost","Lincoln","WA","WHEAT",1
"34165","MAY",2003,"Frost","Lincoln","WA","WHEAT",2
"34166","SEP",2003,"Frost","Lincoln","WA","WHEAT",2
"34167","AUG",2004,"Frost","Lincoln","WA","WHEAT",1
"34168","FEB",2004,"Frost","Lincoln","WA","WHEAT",1
"34169","MAY",2004,"Frost","Lincoln","WA","WHEAT",2
"34170","NOV",2004,"Frost","Lincoln","WA","WHEAT",2
"34171","OCT",2004,"Frost","Lincoln","WA","WHEAT",2
"34172","APR",2005,"Frost","Lincoln","WA","WHEAT",1
"34173","JAN",2005,"Frost","Lincoln","WA","WHEAT",1
"34174","MAY",2005,"Frost","Lincoln","WA","WHEAT",1
"34175","FEB",2006,"Frost","Lincoln","WA","WHEAT",1
"34176","JUN",2006,"Frost","Lincoln","WA","WHEAT",1
"34177","MAY",2006,"Frost","Lincoln","WA","WHEAT",2
"34178","APR",2007,"Frost","Lincoln","WA","WHEAT",1
"34179","JUL",2007,"Frost","Lincoln","WA","WHEAT",1
"34180","JUN",2007,"Frost","Lincoln","WA","WHEAT",2
"34181","MAY",2007,"Frost","Lincoln","WA","WHEAT",1
"34182","APR",2008,"Frost","Lincoln","WA","WHEAT",2
"34183","JUL",2008,"Frost","Lincoln","WA","WHEAT",1
"34184","JUN",2008,"Frost","Lincoln","WA","WHEAT",2
"34185","MAR",2008,"Frost","Lincoln","WA","WHEAT",2
"34186","MAY",2008,"Frost","Lincoln","WA","WHEAT",2
"34187","APR",2009,"Frost","Lincoln","WA","WHEAT",2
"34188","FEB",2009,"Frost","Lincoln","WA","WHEAT",1
"34189","JUN",2009,"Frost","Lincoln","WA","WHEAT",2
"34190","MAY",2009,"Frost","Lincoln","WA","WHEAT",1
"34191","DEC",2010,"Frost","Lincoln","WA","WHEAT",2
"34192","FEB",2010,"Frost","Lincoln","WA","WHEAT",1
"34193","JUN",2010,"Frost","Lincoln","WA","WHEAT",1
"34194","MAR",2010,"Frost","Lincoln","WA","WHEAT",1
"34195","MAY",2010,"Frost","Lincoln","WA","WHEAT",2
"34196","NOV",2010,"Frost","Lincoln","WA","WHEAT",1
"34197","APR",2011,"Frost","Lincoln","WA","WHEAT",1
"34198","JUL",2011,"Frost","Lincoln","WA","WHEAT",1
"34199","JUN",2011,"Frost","Lincoln","WA","WHEAT",1
"34200","MAY",2011,"Frost","Lincoln","WA","WHEAT",1
"34201","APR",2012,"Frost","Lincoln","WA","WHEAT",1
"34202","AUG",2012,"Frost","Lincoln","WA","WHEAT",1
"34203","JUL",2012,"Frost","Lincoln","WA","WHEAT",1
"34204","JUN",2012,"Frost","Lincoln","WA","WHEAT",1
"34205","MAY",2012,"Frost","Lincoln","WA","WHEAT",2
"34206","APR",2013,"Frost","Lincoln","WA","WHEAT",1
"34207","JUN",2013,"Frost","Lincoln","WA","WHEAT",1
"34208","MAR",2013,"Frost","Lincoln","WA","WHEAT",1
"34209","MAY",2013,"Frost","Lincoln","WA","WHEAT",2
"34210","DEC",2014,"Frost","Lincoln","WA","WHEAT",1
"34211","MAY",2014,"Frost","Lincoln","WA","WHEAT",1
"34212","APR",2015,"Frost","Lincoln","WA","WHEAT",2
"34213","JAN",2015,"Frost","Lincoln","WA","WHEAT",1
"34214","JUN",2015,"Frost","Lincoln","WA","WHEAT",2
"34215","MAY",2015,"Frost","Lincoln","WA","WHEAT",2
"34216","MAY",1989,"Hail","Lincoln","WA","WHEAT",1
"34217","MAY",1992,"Hail","Lincoln","WA","WHEAT",1
"34218","JUL",1993,"Hail","Lincoln","WA","WHEAT",1
"34219","MAY",1997,"Hail","Lincoln","WA","WHEAT",1
"34220","JUL",1998,"Hail","Lincoln","WA","WHEAT",3
"34221","AUG",1999,"Hail","Lincoln","WA","WHEAT",1
"34222","JUL",1999,"Hail","Lincoln","WA","WHEAT",1
"34223","SEP",1999,"Hail","Lincoln","WA","WHEAT",1
"34224","JUL",2000,"Hail","Lincoln","WA","WHEAT",1
"34225","MAR",2000,"Hail","Lincoln","WA","WHEAT",1
"34226","NOV",2001,"Hail","Lincoln","WA","WHEAT",1
"34227","MAY",2002,"Hail","Lincoln","WA","WHEAT",1
"34228","AUG",2004,"Hail","Lincoln","WA","WHEAT",1
"34229","JUL",2004,"Hail","Lincoln","WA","WHEAT",1
"34230","JUL",2006,"Hail","Lincoln","WA","WHEAT",3
"34231","JUN",2007,"Hail","Lincoln","WA","WHEAT",1
"34232","AUG",2009,"Hail","Lincoln","WA","WHEAT",1
"34233","JUL",2009,"Hail","Lincoln","WA","WHEAT",2
"34234","JUN",2009,"Hail","Lincoln","WA","WHEAT",1
"34235","JUL",2010,"Hail","Lincoln","WA","WHEAT",1
"34236","JUN",2010,"Hail","Lincoln","WA","WHEAT",1
"34237","AUG",2011,"Hail","Lincoln","WA","WHEAT",1
"34238","AUG",2013,"Hail","Lincoln","WA","WHEAT",1
"34239","MAY",2013,"Hail","Lincoln","WA","WHEAT",1
"34240","AUG",2014,"Hail","Lincoln","WA","WHEAT",4
"34241","JUL",2014,"Hail","Lincoln","WA","WHEAT",4
"34242","MAY",2014,"Hail","Lincoln","WA","WHEAT",1
"34243","JUN",2015,"Hail","Lincoln","WA","WHEAT",1
"34244","MAY",2015,"Hail","Lincoln","WA","WHEAT",2
"34245","JUN",1989,"Heat","Lincoln","WA","WHEAT",1
"34246","AUG",1990,"Heat","Lincoln","WA","WHEAT",1
"34247","JUL",1990,"Heat","Lincoln","WA","WHEAT",1
"34248","JUN",1990,"Heat","Lincoln","WA","WHEAT",2
"34249","MAY",1990,"Heat","Lincoln","WA","WHEAT",1
"34250","SEP",1990,"Heat","Lincoln","WA","WHEAT",1
"34251","JUL",1991,"Heat","Lincoln","WA","WHEAT",1
"34252","JUN",1991,"Heat","Lincoln","WA","WHEAT",1
"34253","JUN",1992,"Heat","Lincoln","WA","WHEAT",2
"34254","MAY",1992,"Heat","Lincoln","WA","WHEAT",1
"34255","AUG",1994,"Heat","Lincoln","WA","WHEAT",1
"34256","JUL",1994,"Heat","Lincoln","WA","WHEAT",1
"34257","JUN",1994,"Heat","Lincoln","WA","WHEAT",1
"34258","AUG",1995,"Heat","Lincoln","WA","WHEAT",1
"34259","AUG",1996,"Heat","Lincoln","WA","WHEAT",1
"34260","JUL",1996,"Heat","Lincoln","WA","WHEAT",1
"34261","JUN",1996,"Heat","Lincoln","WA","WHEAT",1
"34262","AUG",1998,"Heat","Lincoln","WA","WHEAT",1
"34263","DEC",1998,"Heat","Lincoln","WA","WHEAT",1
"34264","JUL",1998,"Heat","Lincoln","WA","WHEAT",1
"34265","JUN",1998,"Heat","Lincoln","WA","WHEAT",1
"34266","MAY",1998,"Heat","Lincoln","WA","WHEAT",1
"34267","SEP",1998,"Heat","Lincoln","WA","WHEAT",1
"34268","AUG",1999,"Heat","Lincoln","WA","WHEAT",1
"34269","MAY",1999,"Heat","Lincoln","WA","WHEAT",1
"34270","JUN",2000,"Heat","Lincoln","WA","WHEAT",1
"34271","MAY",2001,"Heat","Lincoln","WA","WHEAT",1
"34272","AUG",2002,"Heat","Lincoln","WA","WHEAT",1
"34273","MAY",2002,"Heat","Lincoln","WA","WHEAT",2
"34274","OCT",2002,"Heat","Lincoln","WA","WHEAT",1
"34275","SEP",2002,"Heat","Lincoln","WA","WHEAT",2
"34276","AUG",2003,"Heat","Lincoln","WA","WHEAT",1
"34277","DEC",2003,"Heat","Lincoln","WA","WHEAT",1
"34278","JUL",2003,"Heat","Lincoln","WA","WHEAT",1
"34279","JUN",2003,"Heat","Lincoln","WA","WHEAT",1
"34280","SEP",2003,"Heat","Lincoln","WA","WHEAT",2
"34281","AUG",2004,"Heat","Lincoln","WA","WHEAT",1
"34282","JUL",2004,"Heat","Lincoln","WA","WHEAT",1
"34283","JUN",2004,"Heat","Lincoln","WA","WHEAT",2
"34284","JUL",2005,"Heat","Lincoln","WA","WHEAT",1
"34285","JUN",2006,"Heat","Lincoln","WA","WHEAT",2
"34286","MAY",2006,"Heat","Lincoln","WA","WHEAT",2
"34287","SEP",2006,"Heat","Lincoln","WA","WHEAT",2
"34288","APR",2007,"Heat","Lincoln","WA","WHEAT",1
"34289","AUG",2007,"Heat","Lincoln","WA","WHEAT",1
"34290","JAN",2007,"Heat","Lincoln","WA","WHEAT",1
"34291","JUL",2007,"Heat","Lincoln","WA","WHEAT",2
"34292","JUN",2007,"Heat","Lincoln","WA","WHEAT",2
"34293","MAY",2007,"Heat","Lincoln","WA","WHEAT",2
"34294","JUL",2008,"Heat","Lincoln","WA","WHEAT",1
"34295","JUN",2008,"Heat","Lincoln","WA","WHEAT",2
"34296","MAY",2008,"Heat","Lincoln","WA","WHEAT",2
"34297","APR",2009,"Heat","Lincoln","WA","WHEAT",1
"34298","AUG",2009,"Heat","Lincoln","WA","WHEAT",2
"34299","JUL",2009,"Heat","Lincoln","WA","WHEAT",1
"34300","JUN",2009,"Heat","Lincoln","WA","WHEAT",2
"34301","MAR",2009,"Heat","Lincoln","WA","WHEAT",1
"34302","MAY",2009,"Heat","Lincoln","WA","WHEAT",3
"34303","AUG",2010,"Heat","Lincoln","WA","WHEAT",1
"34304","JUL",2010,"Heat","Lincoln","WA","WHEAT",2
"34305","JUN",2010,"Heat","Lincoln","WA","WHEAT",1
"34306","MAY",2010,"Heat","Lincoln","WA","WHEAT",1
"34307","JUL",2011,"Heat","Lincoln","WA","WHEAT",1
"34308","JUN",2011,"Heat","Lincoln","WA","WHEAT",1
"34309","SEP",2011,"Heat","Lincoln","WA","WHEAT",1
"34310","JUL",2012,"Heat","Lincoln","WA","WHEAT",2
"34311","JUN",2012,"Heat","Lincoln","WA","WHEAT",1
"34312","MAY",2012,"Heat","Lincoln","WA","WHEAT",2
"34313","JUL",2013,"Heat","Lincoln","WA","WHEAT",1
"34314","JUN",2013,"Heat","Lincoln","WA","WHEAT",1
"34315","MAY",2013,"Heat","Lincoln","WA","WHEAT",1
"34316","SEP",2013,"Heat","Lincoln","WA","WHEAT",1
"34317","JUL",2014,"Heat","Lincoln","WA","WHEAT",2
"34318","JUN",2014,"Heat","Lincoln","WA","WHEAT",1
"34319","MAY",2014,"Heat","Lincoln","WA","WHEAT",2
"34320","APR",2015,"Heat","Lincoln","WA","WHEAT",1
"34321","AUG",2015,"Heat","Lincoln","WA","WHEAT",1
"34322","JUL",2015,"Heat","Lincoln","WA","WHEAT",3
"34323","JUN",2015,"Heat","Lincoln","WA","WHEAT",3
"34324","MAY",2015,"Heat","Lincoln","WA","WHEAT",2
"34325","SEP",2015,"Heat","Lincoln","WA","WHEAT",1
"34326","JUL",2008,"Hot Wind","Lincoln","WA","WHEAT",1
"34327","JUN",2009,"Hot Wind","Lincoln","WA","WHEAT",1
"34328","JUN",2015,"Hot Wind","Lincoln","WA","WHEAT",2
"34329","MAY",1990,"Insects","Lincoln","WA","WHEAT",1
"34330","APR",1994,"Insects","Lincoln","WA","WHEAT",1
"34331","JUL",1998,"Insects","Lincoln","WA","WHEAT",1
"34332","SEP",1998,"Insects","Lincoln","WA","WHEAT",1
"34333","JUL",1999,"Insects","Lincoln","WA","WHEAT",1
"34334","JUL",2002,"Insects","Lincoln","WA","WHEAT",1
"34335","JUN",2005,"Insects","Lincoln","WA","WHEAT",1
"34336","APR",2010,"Insects","Lincoln","WA","WHEAT",1
"34337","AUG",2011,"Insects","Lincoln","WA","WHEAT",1
"34338","MAY",2011,"Insects","Lincoln","WA","WHEAT",1
"34339","APR",2012,"Insects","Lincoln","WA","WHEAT",1
"34340","MAY",2015,"Insects","Lincoln","WA","WHEAT",1
"34341","APR",1989,"Other (Snow-Lightning-Etc.)","Lincoln","WA","WHEAT",1
"34342","JUN",1989,"Other (Snow-Lightning-Etc.)","Lincoln","WA","WHEAT",1
"34343","JUL",1993,"Other (Snow-Lightning-Etc.)","Lincoln","WA","WHEAT",1
"34344","JAN",1995,"Other (Snow-Lightning-Etc.)","Lincoln","WA","WHEAT",1
"34345","MAR",1995,"Other (Snow-Lightning-Etc.)","Lincoln","WA","WHEAT",1
"34346","MAY",1995,"Other (Snow-Lightning-Etc.)","Lincoln","WA","WHEAT",2
"34347","FEB",1996,"Other (Snow-Lightning-Etc.)","Lincoln","WA","WHEAT",1
"34348","JUN",1996,"Other (Snow-Lightning-Etc.)","Lincoln","WA","WHEAT",1
"34349","MAR",1997,"Other (Snow-Lightning-Etc.)","Lincoln","WA","WHEAT",2
"34350","MAY",1997,"Other (Snow-Lightning-Etc.)","Lincoln","WA","WHEAT",1
"34351","MAR",1998,"Other (Snow-Lightning-Etc.)","Lincoln","WA","WHEAT",1
"34352","DEC",2009,"Other (Snow-Lightning-Etc.)","Lincoln","WA","WHEAT",2
"34353","JUL",2009,"Other (Snow-Lightning-Etc.)","Lincoln","WA","WHEAT",1
"34354","MAY",2009,"Other (Snow-Lightning-Etc.)","Lincoln","WA","WHEAT",1
"34355","APR",2011,"Other (Snow-Lightning-Etc.)","Lincoln","WA","WHEAT",1
"34356","AUG",2011,"Other (Snow-Lightning-Etc.)","Lincoln","WA","WHEAT",1
"34357","SEP",2011,"Other (Snow-Lightning-Etc.)","Lincoln","WA","WHEAT",2
"34358","APR",2012,"Other (Snow-Lightning-Etc.)","Lincoln","WA","WHEAT",1
"34359","JAN",2013,"Other (Snow-Lightning-Etc.)","Lincoln","WA","WHEAT",1
"34360","MAR",2013,"Other (Snow-Lightning-Etc.)","Lincoln","WA","WHEAT",1
"34361","JUN",2014,"Other (Snow-Lightning-Etc.)","Lincoln","WA","WHEAT",1
"34362","JUN",2014,"Other Causes","Lincoln","WA","WHEAT",1
"34363","MAY",1993,"Plant Disease","Lincoln","WA","WHEAT",1
"34364","APR",1994,"Plant Disease","Lincoln","WA","WHEAT",1
"34365","JUN",1994,"Plant Disease","Lincoln","WA","WHEAT",1
"34366","MAY",1994,"Plant Disease","Lincoln","WA","WHEAT",1
"34367","JUN",1995,"Plant Disease","Lincoln","WA","WHEAT",1
"34368","JUL",1996,"Plant Disease","Lincoln","WA","WHEAT",1
"34369","JUN",1996,"Plant Disease","Lincoln","WA","WHEAT",1
"34370","APR",1997,"Plant Disease","Lincoln","WA","WHEAT",1
"34371","MAR",1997,"Plant Disease","Lincoln","WA","WHEAT",1
"34372","APR",1998,"Plant Disease","Lincoln","WA","WHEAT",1
"34373","JAN",1998,"Plant Disease","Lincoln","WA","WHEAT",1
"34374","JUL",1998,"Plant Disease","Lincoln","WA","WHEAT",1
"34375","JUN",1999,"Plant Disease","Lincoln","WA","WHEAT",1
"34376","MAY",2003,"Plant Disease","Lincoln","WA","WHEAT",1
"34377","MAY",2005,"Plant Disease","Lincoln","WA","WHEAT",1
"34378","MAR",2010,"Plant Disease","Lincoln","WA","WHEAT",1
"34379","AUG",2011,"Plant Disease","Lincoln","WA","WHEAT",1
"34380","JUN",2011,"Plant Disease","Lincoln","WA","WHEAT",1
"34381","MAY",2011,"Plant Disease","Lincoln","WA","WHEAT",1
"34382","JUN",2013,"Plant Disease","Lincoln","WA","WHEAT",1
"34383","DEC",1992,"Poor Drainage","Lincoln","WA","WHEAT",1
"34384","AUG",2001,"Wildlife","Lincoln","WA","WHEAT",1
"34385","APR",1992,"Wind/Excess Wind","Lincoln","WA","WHEAT",1
"34386","DEC",1992,"Wind/Excess Wind","Lincoln","WA","WHEAT",4
"34387","FEB",1992,"Wind/Excess Wind","Lincoln","WA","WHEAT",2
"34388","MAR",1992,"Wind/Excess Wind","Lincoln","WA","WHEAT",4
"34389","MAY",1992,"Wind/Excess Wind","Lincoln","WA","WHEAT",3
"34390","NOV",1992,"Wind/Excess Wind","Lincoln","WA","WHEAT",1
"34391","OCT",1992,"Wind/Excess Wind","Lincoln","WA","WHEAT",4
"34392","SEP",1992,"Wind/Excess Wind","Lincoln","WA","WHEAT",2
"34393","FEB",1993,"Wind/Excess Wind","Lincoln","WA","WHEAT",1
"34394","NOV",1993,"Wind/Excess Wind","Lincoln","WA","WHEAT",1
"34395","MAR",1995,"Wind/Excess Wind","Lincoln","WA","WHEAT",1
"34396","MAR",1997,"Wind/Excess Wind","Lincoln","WA","WHEAT",1
"34397","AUG",2008,"Wind/Excess Wind","Lincoln","WA","WHEAT",1
"34398","DEC",2010,"Wind/Excess Wind","Lincoln","WA","WHEAT",1
"34399","FEB",2010,"Wind/Excess Wind","Lincoln","WA","WHEAT",2
"34400","NOV",2010,"Wind/Excess Wind","Lincoln","WA","WHEAT",1
"34401","JUL",2012,"Wind/Excess Wind","Lincoln","WA","WHEAT",2
"34402","JUL",2014,"Wind/Excess Wind","Lincoln","WA","WHEAT",1
"34511","APR",2005,"Cold Wet Weather","Spokane","WA","WHEAT",1
"34512","APR",2008,"Cold Wet Weather","Spokane","WA","WHEAT",2
"34513","AUG",2008,"Cold Wet Weather","Spokane","WA","WHEAT",1
"34514","FEB",2008,"Cold Wet Weather","Spokane","WA","WHEAT",1
"34515","JUL",2008,"Cold Wet Weather","Spokane","WA","WHEAT",1
"34516","JUN",2008,"Cold Wet Weather","Spokane","WA","WHEAT",1
"34517","MAR",2008,"Cold Wet Weather","Spokane","WA","WHEAT",1
"34518","MAY",2008,"Cold Wet Weather","Spokane","WA","WHEAT",1
"34519","FEB",2009,"Cold Wet Weather","Spokane","WA","WHEAT",1
"34520","MAR",2009,"Cold Wet Weather","Spokane","WA","WHEAT",2
"34521","MAY",2009,"Cold Wet Weather","Spokane","WA","WHEAT",2
"34522","SEP",2009,"Cold Wet Weather","Spokane","WA","WHEAT",1
"34523","AUG",2010,"Cold Wet Weather","Spokane","WA","WHEAT",1
"34524","JAN",2010,"Cold Wet Weather","Spokane","WA","WHEAT",1
"34525","JUN",2010,"Cold Wet Weather","Spokane","WA","WHEAT",2
"34526","MAY",2010,"Cold Wet Weather","Spokane","WA","WHEAT",2
"34527","APR",2011,"Cold Wet Weather","Spokane","WA","WHEAT",1
"34528","JAN",2011,"Cold Wet Weather","Spokane","WA","WHEAT",1
"34529","JUN",2011,"Cold Wet Weather","Spokane","WA","WHEAT",1
"34530","MAY",2011,"Cold Wet Weather","Spokane","WA","WHEAT",6
"34531","SEP",2011,"Cold Wet Weather","Spokane","WA","WHEAT",1
"34532","APR",2012,"Cold Wet Weather","Spokane","WA","WHEAT",1
"34533","JAN",2012,"Cold Wet Weather","Spokane","WA","WHEAT",1
"34534","JUN",2012,"Cold Wet Weather","Spokane","WA","WHEAT",1
"34535","MAY",2012,"Cold Wet Weather","Spokane","WA","WHEAT",1
"34536","MAR",2013,"Cold Wet Weather","Spokane","WA","WHEAT",1
"34537","OCT",2013,"Cold Wet Weather","Spokane","WA","WHEAT",1
"34538","NOV",2015,"Cold Wet Weather","Spokane","WA","WHEAT",1
"34539","MAR",2001,"Cold Winter","Spokane","WA","WHEAT",1
"34540","JAN",2004,"Cold Winter","Spokane","WA","WHEAT",1
"34541","APR",2008,"Cold Winter","Spokane","WA","WHEAT",1
"34542","JAN",2008,"Cold Winter","Spokane","WA","WHEAT",1
"34543","MAR",2008,"Cold Winter","Spokane","WA","WHEAT",1
"34544","MAY",2008,"Cold Winter","Spokane","WA","WHEAT",1
"34545","AUG",2009,"Cold Winter","Spokane","WA","WHEAT",1
"34546","DEC",2009,"Cold Winter","Spokane","WA","WHEAT",1
"34547","JAN",2009,"Cold Winter","Spokane","WA","WHEAT",2
"34548","JUN",2009,"Cold Winter","Spokane","WA","WHEAT",1
"34549","MAR",2009,"Cold Winter","Spokane","WA","WHEAT",1
"34550","NOV",2009,"Cold Winter","Spokane","WA","WHEAT",1
"34551","DEC",2010,"Cold Winter","Spokane","WA","WHEAT",1
"34552","FEB",2010,"Cold Winter","Spokane","WA","WHEAT",1
"34553","FEB",2011,"Cold Winter","Spokane","WA","WHEAT",1
"34554","JAN",2011,"Cold Winter","Spokane","WA","WHEAT",2
"34555","JUN",2011,"Cold Winter","Spokane","WA","WHEAT",1
"34556","MAR",2011,"Cold Winter","Spokane","WA","WHEAT",1
"34557","SEP",2011,"Cold Winter","Spokane","WA","WHEAT",1
"34558","JAN",2012,"Cold Winter","Spokane","WA","WHEAT",1
"34559","MAY",2012,"Cold Winter","Spokane","WA","WHEAT",1
"34560","FEB",2013,"Cold Winter","Spokane","WA","WHEAT",1
"34561","JAN",2013,"Cold Winter","Spokane","WA","WHEAT",2
"34562","MAR",2013,"Cold Winter","Spokane","WA","WHEAT",1
"34563","APR",2014,"Cold Winter","Spokane","WA","WHEAT",1
"34564","DEC",2014,"Cold Winter","Spokane","WA","WHEAT",1
"34565","FEB",2014,"Cold Winter","Spokane","WA","WHEAT",1
"34566","MAY",2014,"Cold Winter","Spokane","WA","WHEAT",1
"34567","DEC",2015,"Cold Winter","Spokane","WA","WHEAT",3
"34568","MAR",2015,"Cold Winter","Spokane","WA","WHEAT",1
"34569","NOV",2015,"Cold Winter","Spokane","WA","WHEAT",1
"34570","JUL",2009,"Cyclone","Spokane","WA","WHEAT",1
"34571","SEP",2011,"Cyclone","Spokane","WA","WHEAT",1
"34572","MAY",2001,"Decline in Price","Spokane","WA","WHEAT",1
"34573","JUL",2003,"Decline in Price","Spokane","WA","WHEAT",1
"34574","OCT",2005,"Decline in Price","Spokane","WA","WHEAT",1
"34575","SEP",2005,"Decline in Price","Spokane","WA","WHEAT",1
"34576","SEP",2006,"Decline in Price","Spokane","WA","WHEAT",1
"34577","JUL",2008,"Decline in Price","Spokane","WA","WHEAT",1
"34578","AUG",2009,"Decline in Price","Spokane","WA","WHEAT",2
"34579","JUL",2009,"Decline in Price","Spokane","WA","WHEAT",1
"34580","JUN",2009,"Decline in Price","Spokane","WA","WHEAT",1
"34581","MAY",2009,"Decline in Price","Spokane","WA","WHEAT",1
"34582","SEP",2009,"Decline in Price","Spokane","WA","WHEAT",1
"34583","AUG",2011,"Decline in Price","Spokane","WA","WHEAT",1
"34584","JUL",2011,"Decline in Price","Spokane","WA","WHEAT",1
"34585","MAY",2011,"Decline in Price","Spokane","WA","WHEAT",1
"34586","SEP",2011,"Decline in Price","Spokane","WA","WHEAT",2
"34587","AUG",2013,"Decline in Price","Spokane","WA","WHEAT",1
"34588","JUL",2013,"Decline in Price","Spokane","WA","WHEAT",1
"34589","JUN",2013,"Decline in Price","Spokane","WA","WHEAT",1
"34590","MAY",2013,"Decline in Price","Spokane","WA","WHEAT",1
"34591","OCT",2013,"Decline in Price","Spokane","WA","WHEAT",1
"34592","SEP",2013,"Decline in Price","Spokane","WA","WHEAT",2
"34593","AUG",2014,"Decline in Price","Spokane","WA","WHEAT",1
"34594","JUL",2014,"Decline in Price","Spokane","WA","WHEAT",1
"34595","JUN",2014,"Decline in Price","Spokane","WA","WHEAT",1
"34596","OCT",2014,"Decline in Price","Spokane","WA","WHEAT",1
"34597","SEP",2014,"Decline in Price","Spokane","WA","WHEAT",2
"34598","AUG",2015,"Decline in Price","Spokane","WA","WHEAT",3
"34599","JUL",2015,"Decline in Price","Spokane","WA","WHEAT",1
"34600","JUN",2015,"Decline in Price","Spokane","WA","WHEAT",1
"34601","MAY",2015,"Decline in Price","Spokane","WA","WHEAT",1
"34602","SEP",2015,"Decline in Price","Spokane","WA","WHEAT",1
"34603","JAN",2001,"Drought","Spokane","WA","WHEAT",1
"34604","JUN",2001,"Drought","Spokane","WA","WHEAT",2
"34605","MAY",2001,"Drought","Spokane","WA","WHEAT",2
"34606","NOV",2001,"Drought","Spokane","WA","WHEAT",1
"34607","DEC",2002,"Drought","Spokane","WA","WHEAT",1
"34608","JUL",2002,"Drought","Spokane","WA","WHEAT",2
"34609","JUN",2002,"Drought","Spokane","WA","WHEAT",2
"34610","MAY",2002,"Drought","Spokane","WA","WHEAT",1
"34611","SEP",2002,"Drought","Spokane","WA","WHEAT",2
"34612","AUG",2003,"Drought","Spokane","WA","WHEAT",2
"34613","JUL",2003,"Drought","Spokane","WA","WHEAT",2
"34614","JUN",2003,"Drought","Spokane","WA","WHEAT",2
"34615","MAY",2003,"Drought","Spokane","WA","WHEAT",1
"34616","NOV",2003,"Drought","Spokane","WA","WHEAT",1
"34617","OCT",2003,"Drought","Spokane","WA","WHEAT",1
"34618","SEP",2003,"Drought","Spokane","WA","WHEAT",2
"34619","APR",2004,"Drought","Spokane","WA","WHEAT",2
"34620","FEB",2004,"Drought","Spokane","WA","WHEAT",1
"34621","JAN",2004,"Drought","Spokane","WA","WHEAT",1
"34622","JUN",2004,"Drought","Spokane","WA","WHEAT",1
"34623","NOV",2004,"Drought","Spokane","WA","WHEAT",1
"34624","OCT",2004,"Drought","Spokane","WA","WHEAT",1
"34625","AUG",2005,"Drought","Spokane","WA","WHEAT",1
"34626","JAN",2005,"Drought","Spokane","WA","WHEAT",1
"34627","JUL",2005,"Drought","Spokane","WA","WHEAT",1
"34628","JUN",2005,"Drought","Spokane","WA","WHEAT",2
"34629","MAR",2005,"Drought","Spokane","WA","WHEAT",1
"34630","MAY",2005,"Drought","Spokane","WA","WHEAT",1
"34631","JUL",2006,"Drought","Spokane","WA","WHEAT",2
"34632","JUN",2006,"Drought","Spokane","WA","WHEAT",2
"34633","AUG",2007,"Drought","Spokane","WA","WHEAT",1
"34634","JUL",2007,"Drought","Spokane","WA","WHEAT",2
"34635","JUN",2007,"Drought","Spokane","WA","WHEAT",2
"34636","MAY",2007,"Drought","Spokane","WA","WHEAT",1
"34637","APR",2008,"Drought","Spokane","WA","WHEAT",2
"34638","AUG",2008,"Drought","Spokane","WA","WHEAT",1
"34639","JAN",2008,"Drought","Spokane","WA","WHEAT",1
"34640","JUL",2008,"Drought","Spokane","WA","WHEAT",2
"34641","JUN",2008,"Drought","Spokane","WA","WHEAT",3
"34642","MAY",2008,"Drought","Spokane","WA","WHEAT",3
"34643","SEP",2008,"Drought","Spokane","WA","WHEAT",1
"34644","APR",2009,"Drought","Spokane","WA","WHEAT",1
"34645","AUG",2009,"Drought","Spokane","WA","WHEAT",2
"34646","DEC",2009,"Drought","Spokane","WA","WHEAT",1
"34647","JUL",2009,"Drought","Spokane","WA","WHEAT",2
"34648","JUN",2009,"Drought","Spokane","WA","WHEAT",1
"34649","MAR",2009,"Drought","Spokane","WA","WHEAT",1
"34650","MAY",2009,"Drought","Spokane","WA","WHEAT",2
"34651","NOV",2009,"Drought","Spokane","WA","WHEAT",2
"34652","OCT",2009,"Drought","Spokane","WA","WHEAT",1
"34653","SEP",2009,"Drought","Spokane","WA","WHEAT",1
"34654","JUL",2010,"Drought","Spokane","WA","WHEAT",1
"34655","JUN",2010,"Drought","Spokane","WA","WHEAT",1
"34656","OCT",2010,"Drought","Spokane","WA","WHEAT",2
"34657","SEP",2010,"Drought","Spokane","WA","WHEAT",1
"34658","AUG",2011,"Drought","Spokane","WA","WHEAT",1
"34659","JUL",2011,"Drought","Spokane","WA","WHEAT",1
