"","month","year","damagecause","county","state","commodity","loss"
"30073","FEB",2008,"Freeze","Wallowa","OR","WHEAT",2918
"30074","JUL",2008,"Freeze","Wallowa","OR","WHEAT",6345.6
"30075","MAR",2008,"Freeze","Wallowa","OR","WHEAT",27366
"30076","FEB",2010,"Freeze","Wallowa","OR","WHEAT",95712
"30077","DEC",2014,"Freeze","Wallowa","OR","WHEAT",786
"30078","JAN",2014,"Freeze","Wallowa","OR","WHEAT",11239
"30079","JUL",2002,"Frost","Wallowa","OR","WHEAT",7171.5
"30080","JUN",2002,"Frost","Wallowa","OR","WHEAT",101.4
"30081","MAY",2002,"Frost","Wallowa","OR","WHEAT",1734
"30082","JUN",2007,"Frost","Wallowa","OR","WHEAT",8734
"30083","APR",2008,"Frost","Wallowa","OR","WHEAT",2778
"30084","JUL",2008,"Frost","Wallowa","OR","WHEAT",6180.5
"30085","JUN",2008,"Frost","Wallowa","OR","WHEAT",8958.5
"30086","JUN",2012,"Frost","Wallowa","OR","WHEAT",891.77
"30087","MAY",2012,"Frost","Wallowa","OR","WHEAT",21201.6
"30088","APR",2013,"Frost","Wallowa","OR","WHEAT",33203
"30089","MAY",2013,"Frost","Wallowa","OR","WHEAT",95616.8
"30090","APR",2015,"Frost","Wallowa","OR","WHEAT",6406
"30091","AUG",2002,"Hail","Wallowa","OR","WHEAT",611
"30092","JUN",2004,"Hail","Wallowa","OR","WHEAT",6952
"30093","AUG",2006,"Hail","Wallowa","OR","WHEAT",42145.8
"30094","JUL",2012,"Hail","Wallowa","OR","WHEAT",41370
"30095","JUN",2012,"Hail","Wallowa","OR","WHEAT",12192
"30096","JUN",2013,"Hail","Wallowa","OR","WHEAT",1733
"30097","SEP",2013,"Hail","Wallowa","OR","WHEAT",10075
"30098","JUN",2003,"Heat","Wallowa","OR","WHEAT",4952
"30099","JUN",2006,"Heat","Wallowa","OR","WHEAT",30559.2
"30100","JUL",2007,"Heat","Wallowa","OR","WHEAT",48736.5
"30101","MAY",2007,"Heat","Wallowa","OR","WHEAT",1357.8
"30102","JUL",2008,"Heat","Wallowa","OR","WHEAT",4230.4
"30103","AUG",2009,"Heat","Wallowa","OR","WHEAT",25602
"30104","JUN",2009,"Heat","Wallowa","OR","WHEAT",17068
"30105","JUL",2012,"Heat","Wallowa","OR","WHEAT",14134.4
"30106","JUN",2012,"Heat","Wallowa","OR","WHEAT",6422
"30107","JUL",2013,"Heat","Wallowa","OR","WHEAT",25351
"30108","JUL",2014,"Heat","Wallowa","OR","WHEAT",3714.5
"30109","JUL",2015,"Heat","Wallowa","OR","WHEAT",50719.5
"30110","JUN",2015,"Heat","Wallowa","OR","WHEAT",77473.5
"30111","MAR",2015,"Heat","Wallowa","OR","WHEAT",3815.4
"30112","JUN",2014,"Hot Wind","Wallowa","OR","WHEAT",6865.5
"30113","JUN",2005,"Insects","Wallowa","OR","WHEAT",184
"30114","AUG",2015,"Other (Snow-Lightning-Etc.)","Wallowa","OR","WHEAT",0
"30115","JUN",2015,"Other (Snow-Lightning-Etc.)","Wallowa","OR","WHEAT",919
"30116","JUN",2011,"Plant Disease","Wallowa","OR","WHEAT",605.6
"30117","MAY",2005,"Wildlife","Wallowa","OR","WHEAT",1211.6
"30118","JUL",2012,"Wildlife","Wallowa","OR","WHEAT",3110.58
"30119","JUN",2012,"Wildlife","Wallowa","OR","WHEAT",2041.65
"30120","AUG",2015,"Wildlife","Wallowa","OR","WHEAT",2152.5
"30121","APR",2015,"Area Plan Crops Only","Wasco","OR","WHEAT",3271
"30122","FEB",2004,"Cold Wet Weather","Wasco","OR","WHEAT",105701.58
"30123","JUN",2004,"Cold Wet Weather","Wasco","OR","WHEAT",23553.6
"30124","APR",2006,"Cold Wet Weather","Wasco","OR","WHEAT",88699.3
"30125","FEB",2006,"Cold Wet Weather","Wasco","OR","WHEAT",183872
"30126","JUN",2006,"Cold Wet Weather","Wasco","OR","WHEAT",2568.15
"30127","MAR",2006,"Cold Wet Weather","Wasco","OR","WHEAT",119739.2
"30128","MAY",2006,"Cold Wet Weather","Wasco","OR","WHEAT",7223.1
"30129","DEC",2007,"Cold Wet Weather","Wasco","OR","WHEAT",750
"30130","FEB",2007,"Cold Wet Weather","Wasco","OR","WHEAT",5691
"30131","MAR",2007,"Cold Wet Weather","Wasco","OR","WHEAT",4935
"30132","MAY",2007,"Cold Wet Weather","Wasco","OR","WHEAT",2375.4
"30133","DEC",2008,"Cold Wet Weather","Wasco","OR","WHEAT",8016.9
"30134","APR",2010,"Cold Wet Weather","Wasco","OR","WHEAT",13604.15
"30135","DEC",2010,"Cold Wet Weather","Wasco","OR","WHEAT",82244.15
"30136","JUN",2010,"Cold Wet Weather","Wasco","OR","WHEAT",10581.6
"30137","MAR",2010,"Cold Wet Weather","Wasco","OR","WHEAT",1377.4
"30138","MAY",2010,"Cold Wet Weather","Wasco","OR","WHEAT",64942.35
"30139","APR",2011,"Cold Wet Weather","Wasco","OR","WHEAT",162372.62
"30140","DEC",2011,"Cold Wet Weather","Wasco","OR","WHEAT",2445.2
"30141","FEB",2011,"Cold Wet Weather","Wasco","OR","WHEAT",2945
"30142","JAN",2011,"Cold Wet Weather","Wasco","OR","WHEAT",14848
"30143","MAR",2011,"Cold Wet Weather","Wasco","OR","WHEAT",229499
"30144","MAY",2011,"Cold Wet Weather","Wasco","OR","WHEAT",135924.18
"30145","NOV",2011,"Cold Wet Weather","Wasco","OR","WHEAT",1966
"30146","APR",2012,"Cold Wet Weather","Wasco","OR","WHEAT",115407
"30147","DEC",2012,"Cold Wet Weather","Wasco","OR","WHEAT",12748.82
"30148","JAN",2012,"Cold Wet Weather","Wasco","OR","WHEAT",757
"30149","JUN",2012,"Cold Wet Weather","Wasco","OR","WHEAT",18851.13
"30150","MAR",2012,"Cold Wet Weather","Wasco","OR","WHEAT",24785.6
"30151","MAY",2012,"Cold Wet Weather","Wasco","OR","WHEAT",188359.4
"30152","DEC",2013,"Cold Wet Weather","Wasco","OR","WHEAT",2181
"30153","APR",2006,"Cold Winter","Wasco","OR","WHEAT",9423
"30154","DEC",2006,"Cold Winter","Wasco","OR","WHEAT",244
"30155","FEB",2006,"Cold Winter","Wasco","OR","WHEAT",800
"30156","MAR",2006,"Cold Winter","Wasco","OR","WHEAT",365
"30157","JAN",2008,"Cold Winter","Wasco","OR","WHEAT",23373.7
"30158","DEC",2009,"Cold Winter","Wasco","OR","WHEAT",23231
"30159","FEB",2009,"Cold Winter","Wasco","OR","WHEAT",10563.9
"30160","MAR",2009,"Cold Winter","Wasco","OR","WHEAT",114900.5
"30161","DEC",2010,"Cold Winter","Wasco","OR","WHEAT",63161.2
"30162","JAN",2010,"Cold Winter","Wasco","OR","WHEAT",40781.3
"30163","JUN",2010,"Cold Winter","Wasco","OR","WHEAT",3006
"30164","DEC",2011,"Cold Winter","Wasco","OR","WHEAT",430.5
"30165","FEB",2011,"Cold Winter","Wasco","OR","WHEAT",3205.5
"30166","DEC",2012,"Cold Winter","Wasco","OR","WHEAT",43028.87
"30167","FEB",2012,"Cold Winter","Wasco","OR","WHEAT",9107
"30168","JAN",2012,"Cold Winter","Wasco","OR","WHEAT",7177
"30169","MAR",2012,"Cold Winter","Wasco","OR","WHEAT",24917
"30170","NOV",2012,"Cold Winter","Wasco","OR","WHEAT",50258.6
"30171","DEC",2014,"Cold Winter","Wasco","OR","WHEAT",13808.6
"30172","JUL",2014,"Cold Winter","Wasco","OR","WHEAT",3954
"30173","JUL",2001,"Decline in Price","Wasco","OR","WHEAT",2586
"30174","MAY",2001,"Decline in Price","Wasco","OR","WHEAT",59565
"30175","SEP",2001,"Decline in Price","Wasco","OR","WHEAT",1618.38
"30176","MAY",2002,"Decline in Price","Wasco","OR","WHEAT",1401
"30177","AUG",2003,"Decline in Price","Wasco","OR","WHEAT",442
"30178","AUG",2005,"Decline in Price","Wasco","OR","WHEAT",4604.6
"30179","MAR",2005,"Decline in Price","Wasco","OR","WHEAT",19018
"30180","MAY",2005,"Decline in Price","Wasco","OR","WHEAT",481.8
"30181","SEP",2005,"Decline in Price","Wasco","OR","WHEAT",5831.2
"30182","AUG",2006,"Decline in Price","Wasco","OR","WHEAT",11669.9
"30183","MAY",2006,"Decline in Price","Wasco","OR","WHEAT",10194
"30184","SEP",2006,"Decline in Price","Wasco","OR","WHEAT",1813.8
"30185","JUN",2008,"Decline in Price","Wasco","OR","WHEAT",4895
"30186","AUG",2009,"Decline in Price","Wasco","OR","WHEAT",2118485.35
"30187","JUL",2009,"Decline in Price","Wasco","OR","WHEAT",147938.65
"30188","MAY",2009,"Decline in Price","Wasco","OR","WHEAT",79213.5
"30189","SEP",2009,"Decline in Price","Wasco","OR","WHEAT",2291980.85
"30190","SEP",2011,"Decline in Price","Wasco","OR","WHEAT",221
"30191","AUG",2013,"Decline in Price","Wasco","OR","WHEAT",41946.1
"30192","JAN",2013,"Decline in Price","Wasco","OR","WHEAT",7707
"30193","JUL",2013,"Decline in Price","Wasco","OR","WHEAT",86096
"30194","MAY",2013,"Decline in Price","Wasco","OR","WHEAT",5184.75
"30195","SEP",2013,"Decline in Price","Wasco","OR","WHEAT",202692.71
"30196","AUG",2015,"Decline in Price","Wasco","OR","WHEAT",48914
"30197","JUL",2015,"Decline in Price","Wasco","OR","WHEAT",22331
"30198","JUN",2015,"Decline in Price","Wasco","OR","WHEAT",15621
"30199","MAY",2015,"Decline in Price","Wasco","OR","WHEAT",14917
"30200","SEP",2015,"Decline in Price","Wasco","OR","WHEAT",256323.36
"30201","APR",2001,"Drought","Wasco","OR","WHEAT",197195.15
"30202","AUG",2001,"Drought","Wasco","OR","WHEAT",136421
"30203","DEC",2001,"Drought","Wasco","OR","WHEAT",121145.62
"30204","JUL",2001,"Drought","Wasco","OR","WHEAT",267561
"30205","JUN",2001,"Drought","Wasco","OR","WHEAT",1007824
"30206","MAR",2001,"Drought","Wasco","OR","WHEAT",75354
"30207","MAY",2001,"Drought","Wasco","OR","WHEAT",2190430
"30208","NOV",2001,"Drought","Wasco","OR","WHEAT",28634
"30209","APR",2002,"Drought","Wasco","OR","WHEAT",270260
"30210","AUG",2002,"Drought","Wasco","OR","WHEAT",18934
"30211","DEC",2002,"Drought","Wasco","OR","WHEAT",28316
"30212","FEB",2002,"Drought","Wasco","OR","WHEAT",366748.05
"30213","JUL",2002,"Drought","Wasco","OR","WHEAT",453814.2
"30214","JUN",2002,"Drought","Wasco","OR","WHEAT",453748.8
"30215","MAR",2002,"Drought","Wasco","OR","WHEAT",551332
"30216","MAY",2002,"Drought","Wasco","OR","WHEAT",2309915.15
"30217","APR",2003,"Drought","Wasco","OR","WHEAT",38458
"30218","AUG",2003,"Drought","Wasco","OR","WHEAT",83050
"30219","JUL",2003,"Drought","Wasco","OR","WHEAT",317715
"30220","JUN",2003,"Drought","Wasco","OR","WHEAT",516870
"30221","MAY",2003,"Drought","Wasco","OR","WHEAT",1804169
"30222","FEB",2004,"Drought","Wasco","OR","WHEAT",81003
"30223","JUN",2004,"Drought","Wasco","OR","WHEAT",331590.6
"30224","MAR",2004,"Drought","Wasco","OR","WHEAT",26785
"30225","MAY",2004,"Drought","Wasco","OR","WHEAT",15634.5
"30226","NOV",2004,"Drought","Wasco","OR","WHEAT",11206.2
"30227","OCT",2004,"Drought","Wasco","OR","WHEAT",3511.2
"30228","SEP",2004,"Drought","Wasco","OR","WHEAT",1818
"30229","APR",2005,"Drought","Wasco","OR","WHEAT",79035.8
"30230","AUG",2005,"Drought","Wasco","OR","WHEAT",3470
"30231","FEB",2005,"Drought","Wasco","OR","WHEAT",291426.6
"30232","JAN",2005,"Drought","Wasco","OR","WHEAT",1549
"30233","JUL",2005,"Drought","Wasco","OR","WHEAT",7821.75
"30234","JUN",2005,"Drought","Wasco","OR","WHEAT",132271.2
"30235","MAR",2005,"Drought","Wasco","OR","WHEAT",327969
"30236","MAY",2005,"Drought","Wasco","OR","WHEAT",196115.4
"30237","SEP",2005,"Drought","Wasco","OR","WHEAT",7024.8
"30238","FEB",2006,"Drought","Wasco","OR","WHEAT",737.2
"30239","JUN",2006,"Drought","Wasco","OR","WHEAT",91257.2
"30240","APR",2007,"Drought","Wasco","OR","WHEAT",38268.2
"30241","FEB",2007,"Drought","Wasco","OR","WHEAT",35977
"30242","JUL",2007,"Drought","Wasco","OR","WHEAT",2869
"30243","JUN",2007,"Drought","Wasco","OR","WHEAT",151297.4
"30244","MAY",2007,"Drought","Wasco","OR","WHEAT",220673.8
"30245","APR",2008,"Drought","Wasco","OR","WHEAT",3180.8
"30246","JAN",2008,"Drought","Wasco","OR","WHEAT",56744.3
"30247","JUN",2008,"Drought","Wasco","OR","WHEAT",459367
"30248","MAR",2008,"Drought","Wasco","OR","WHEAT",60549
"30249","MAY",2008,"Drought","Wasco","OR","WHEAT",870558.2
"30250","APR",2009,"Drought","Wasco","OR","WHEAT",31805.4
"30251","JUN",2009,"Drought","Wasco","OR","WHEAT",302996.6
"30252","MAY",2009,"Drought","Wasco","OR","WHEAT",739374.07
"30253","SEP",2009,"Drought","Wasco","OR","WHEAT",7175.4
"30254","NOV",2012,"Drought","Wasco","OR","WHEAT",247546
"30255","APR",2013,"Drought","Wasco","OR","WHEAT",6140.08
"30256","AUG",2013,"Drought","Wasco","OR","WHEAT",19284
"30257","FEB",2013,"Drought","Wasco","OR","WHEAT",76136
"30258","JUL",2013,"Drought","Wasco","OR","WHEAT",207170.4
"30259","JUN",2013,"Drought","Wasco","OR","WHEAT",3328
"30260","MAR",2013,"Drought","Wasco","OR","WHEAT",448407.6
"30261","MAY",2013,"Drought","Wasco","OR","WHEAT",430419.62
"30262","JUL",2014,"Drought","Wasco","OR","WHEAT",381650.8
"30263","JUN",2014,"Drought","Wasco","OR","WHEAT",507321.8
"30264","MAY",2014,"Drought","Wasco","OR","WHEAT",3492.4
"30265","AUG",2015,"Drought","Wasco","OR","WHEAT",738
"30266","JUL",2015,"Drought","Wasco","OR","WHEAT",18398.55
"30267","JUN",2015,"Drought","Wasco","OR","WHEAT",188052.6
"30268","MAY",2015,"Drought","Wasco","OR","WHEAT",1172125.95
"30269","MAY",2002,"Excess Moisture/Precip/Rain","Wasco","OR","WHEAT",155
"30270","JUN",2003,"Excess Moisture/Precip/Rain","Wasco","OR","WHEAT",42824
"30271","MAY",2003,"Excess Moisture/Precip/Rain","Wasco","OR","WHEAT",79581
"30272","APR",2004,"Excess Moisture/Precip/Rain","Wasco","OR","WHEAT",1750
"30273","MAY",2004,"Excess Moisture/Precip/Rain","Wasco","OR","WHEAT",6504
"30274","JUN",2005,"Excess Moisture/Precip/Rain","Wasco","OR","WHEAT",6023
"30275","MAY",2005,"Excess Moisture/Precip/Rain","Wasco","OR","WHEAT",13647.1
"30276","APR",2006,"Excess Moisture/Precip/Rain","Wasco","OR","WHEAT",4235.5
"30277","MAR",2006,"Excess Moisture/Precip/Rain","Wasco","OR","WHEAT",2592.15
"30278","MAY",2006,"Excess Moisture/Precip/Rain","Wasco","OR","WHEAT",13597.6
"30279","MAY",2010,"Excess Moisture/Precip/Rain","Wasco","OR","WHEAT",94741.8
"30280","APR",2011,"Excess Moisture/Precip/Rain","Wasco","OR","WHEAT",880.8
"30281","JUN",2011,"Excess Moisture/Precip/Rain","Wasco","OR","WHEAT",1612.4
"30282","MAY",2011,"Excess Moisture/Precip/Rain","Wasco","OR","WHEAT",337.2
"30283","MAR",2012,"Excess Moisture/Precip/Rain","Wasco","OR","WHEAT",10962.9
"30284","JUL",2001,"Failure Irrig Supply","Wasco","OR","WHEAT",12169
"30285","JUN",2001,"Failure Irrig Supply","Wasco","OR","WHEAT",447
"30286","MAR",2001,"Failure Irrig Supply","Wasco","OR","WHEAT",2224
"30287","APR",2005,"Failure Irrig Supply","Wasco","OR","WHEAT",19844
"30288","MAR",2005,"Failure Irrig Supply","Wasco","OR","WHEAT",3549
"30289","MAY",2005,"Failure Irrig Supply","Wasco","OR","WHEAT",43578
"30290","AUG",2005,"Fire","Wasco","OR","WHEAT",3389
"30291","AUG",2010,"Fire","Wasco","OR","WHEAT",6800
"30292","JUL",2014,"Fire","Wasco","OR","WHEAT",5316.8
"30293","JUL",2005,"Flood","Wasco","OR","WHEAT",2607.25
"30294","MAY",2002,"Freeze","Wasco","OR","WHEAT",25419.4
"30295","JUN",2003,"Freeze","Wasco","OR","WHEAT",428
"30296","MAY",2003,"Freeze","Wasco","OR","WHEAT",7358
"30297","APR",2004,"Freeze","Wasco","OR","WHEAT",3283.8
"30298","JUL",2004,"Freeze","Wasco","OR","WHEAT",10159.1
"30299","MAR",2004,"Freeze","Wasco","OR","WHEAT",33328.2
"30300","MAY",2004,"Freeze","Wasco","OR","WHEAT",507.6
"30301","NOV",2004,"Freeze","Wasco","OR","WHEAT",8406.2
"30302","APR",2005,"Freeze","Wasco","OR","WHEAT",376.8
"30303","FEB",2006,"Freeze","Wasco","OR","WHEAT",6634.8
"30304","APR",2007,"Freeze","Wasco","OR","WHEAT",1550
"30305","FEB",2007,"Freeze","Wasco","OR","WHEAT",7142
"30306","JAN",2007,"Freeze","Wasco","OR","WHEAT",4650
"30307","DEC",2008,"Freeze","Wasco","OR","WHEAT",189
"30308","FEB",2008,"Freeze","Wasco","OR","WHEAT",3744
"30309","DEC",2010,"Freeze","Wasco","OR","WHEAT",2315
"30310","FEB",2011,"Freeze","Wasco","OR","WHEAT",3205.5
"30311","NOV",2011,"Freeze","Wasco","OR","WHEAT",12969.9
"30312","APR",2013,"Freeze","Wasco","OR","WHEAT",179379.4
"30313","MAY",2013,"Freeze","Wasco","OR","WHEAT",23177.26
"30314","APR",2015,"Freeze","Wasco","OR","WHEAT",4629.6
"30315","AUG",2001,"Frost","Wasco","OR","WHEAT",1296
"30316","MAY",2001,"Frost","Wasco","OR","WHEAT",1904.85
"30317","JUN",2002,"Frost","Wasco","OR","WHEAT",22826.4
"30318","MAY",2002,"Frost","Wasco","OR","WHEAT",3178
"30319","APR",2008,"Frost","Wasco","OR","WHEAT",57609.8
"30320","JUN",2008,"Frost","Wasco","OR","WHEAT",46300.8
"30321","MAY",2008,"Frost","Wasco","OR","WHEAT",3156.96
"30322","APR",2010,"Frost","Wasco","OR","WHEAT",1846.6
"30323","MAY",2010,"Frost","Wasco","OR","WHEAT",75736.7
"30324","APR",2012,"Frost","Wasco","OR","WHEAT",19172.28
"30325","MAR",2012,"Frost","Wasco","OR","WHEAT",90103.1
"30326","MAY",2012,"Frost","Wasco","OR","WHEAT",1972
"30327","MAY",2013,"Frost","Wasco","OR","WHEAT",273242.47
"30328","MAY",2006,"Hail","Wasco","OR","WHEAT",19177
"30329","JUN",2011,"Hail","Wasco","OR","WHEAT",48825.9
"30330","AUG",2013,"Hail","Wasco","OR","WHEAT",280845.6
"30331","APR",2001,"Heat","Wasco","OR","WHEAT",10785
"30332","AUG",2001,"Heat","Wasco","OR","WHEAT",3444
"30333","JUL",2001,"Heat","Wasco","OR","WHEAT",17381
"30334","JUN",2001,"Heat","Wasco","OR","WHEAT",2002
"30335","MAY",2001,"Heat","Wasco","OR","WHEAT",5253
"30336","JUL",2002,"Heat","Wasco","OR","WHEAT",53616.7
"30337","JUN",2002,"Heat","Wasco","OR","WHEAT",49449
"30338","MAR",2002,"Heat","Wasco","OR","WHEAT",3083
"30339","MAY",2002,"Heat","Wasco","OR","WHEAT",11137
"30340","AUG",2003,"Heat","Wasco","OR","WHEAT",387
"30341","JUL",2003,"Heat","Wasco","OR","WHEAT",359
"30342","JUN",2003,"Heat","Wasco","OR","WHEAT",43152
"30343","MAY",2003,"Heat","Wasco","OR","WHEAT",38274
"30344","JUL",2004,"Heat","Wasco","OR","WHEAT",1221.4
"30345","JUN",2004,"Heat","Wasco","OR","WHEAT",53456
"30346","MAR",2004,"Heat","Wasco","OR","WHEAT",1392
"30347","MAY",2004,"Heat","Wasco","OR","WHEAT",2863.4
"30348","JUN",2005,"Heat","Wasco","OR","WHEAT",21926.6
"30349","SEP",2005,"Heat","Wasco","OR","WHEAT",4957.8
"30350","JUL",2006,"Heat","Wasco","OR","WHEAT",3086
"30351","JUN",2006,"Heat","Wasco","OR","WHEAT",26407.45
"30352","MAY",2006,"Heat","Wasco","OR","WHEAT",216539.1
"30353","FEB",2007,"Heat","Wasco","OR","WHEAT",35977
"30354","JUL",2007,"Heat","Wasco","OR","WHEAT",200840
"30355","JUN",2007,"Heat","Wasco","OR","WHEAT",163572.1
"30356","MAY",2007,"Heat","Wasco","OR","WHEAT",76365.7
"30357","APR",2008,"Heat","Wasco","OR","WHEAT",4771.2
"30358","AUG",2008,"Heat","Wasco","OR","WHEAT",55673.2
"30359","JUL",2008,"Heat","Wasco","OR","WHEAT",27518
"30360","JUN",2008,"Heat","Wasco","OR","WHEAT",102338.44
"30361","MAY",2008,"Heat","Wasco","OR","WHEAT",228631.6
"30362","JUL",2009,"Heat","Wasco","OR","WHEAT",16612.8
"30363","JUN",2009,"Heat","Wasco","OR","WHEAT",264296.18
"30364","MAY",2009,"Heat","Wasco","OR","WHEAT",779170.8
"30365","JUL",2010,"Heat","Wasco","OR","WHEAT",407
"30366","AUG",2012,"Heat","Wasco","OR","WHEAT",19269.9
"30367","JUL",2012,"Heat","Wasco","OR","WHEAT",3240.54
"30368","JUN",2012,"Heat","Wasco","OR","WHEAT",19557
"30369","APR",2013,"Heat","Wasco","OR","WHEAT",249025
"30370","AUG",2013,"Heat","Wasco","OR","WHEAT",22310.5
"30371","JUL",2013,"Heat","Wasco","OR","WHEAT",24340
"30372","JUN",2013,"Heat","Wasco","OR","WHEAT",20892.5
"30373","MAY",2013,"Heat","Wasco","OR","WHEAT",125102.9
"30374","SEP",2013,"Heat","Wasco","OR","WHEAT",7216.11
"30375","JUL",2014,"Heat","Wasco","OR","WHEAT",21082
"30376","JUN",2014,"Heat","Wasco","OR","WHEAT",46691.84
"30377","MAY",2014,"Heat","Wasco","OR","WHEAT",57174
"30378","JUN",2015,"Heat","Wasco","OR","WHEAT",210180.34
"30379","MAY",2015,"Heat","Wasco","OR","WHEAT",6013.6
"30380","FEB",2001,"Hot Wind","Wasco","OR","WHEAT",481.2
"30381","MAR",2001,"Hot Wind","Wasco","OR","WHEAT",1122.8
"30382","MAY",2001,"Hot Wind","Wasco","OR","WHEAT",6162
"30383","MAY",2013,"Hot Wind","Wasco","OR","WHEAT",2019
"30384","FEB",2002,"Insects","Wasco","OR","WHEAT",13558.3
"30385","MAY",2005,"Insects","Wasco","OR","WHEAT",2769
"30386","JUN",2007,"Insects","Wasco","OR","WHEAT",3709
"30387","MAY",2007,"Insects","Wasco","OR","WHEAT",646.8
"30388","JUL",2010,"Insects","Wasco","OR","WHEAT",1923.35
"30389","JUN",2014,"Insects","Wasco","OR","WHEAT",22762
"30390","FEB",2004,"Other (Snow-Lightning-Etc.)","Wasco","OR","WHEAT",34195
"30391","JUN",2004,"Other (Snow-Lightning-Etc.)","Wasco","OR","WHEAT",1132.4
"30392","JUL",2009,"Other (Snow-Lightning-Etc.)","Wasco","OR","WHEAT",1972
"30393","MAY",2009,"Other (Snow-Lightning-Etc.)","Wasco","OR","WHEAT",27718
"30394","JUL",2012,"Other (Snow-Lightning-Etc.)","Wasco","OR","WHEAT",44077
"30395","JUN",2012,"Other (Snow-Lightning-Etc.)","Wasco","OR","WHEAT",9392
"30396","MAY",2012,"Other (Snow-Lightning-Etc.)","Wasco","OR","WHEAT",22448
"30397","AUG",2013,"Other (Snow-Lightning-Etc.)","Wasco","OR","WHEAT",59419
"30398","DEC",2011,"Other Causes","Wasco","OR","WHEAT",1833.9
"30399","JAN",2011,"Other Causes","Wasco","OR","WHEAT",11136
"30400","JUN",2003,"Plant Disease","Wasco","OR","WHEAT",8520.13
"30401","MAY",2003,"Plant Disease","Wasco","OR","WHEAT",2490
"30402","APR",2004,"Plant Disease","Wasco","OR","WHEAT",507
"30403","JUN",2004,"Plant Disease","Wasco","OR","WHEAT",2115.6
"30404","MAR",2004,"Plant Disease","Wasco","OR","WHEAT",1327.2
"30405","MAY",2004,"Plant Disease","Wasco","OR","WHEAT",168
"30406","MAY",2005,"Plant Disease","Wasco","OR","WHEAT",14137.5
"30407","APR",2006,"Plant Disease","Wasco","OR","WHEAT",7218.7
"30408","MAR",2006,"Plant Disease","Wasco","OR","WHEAT",1324.85
"30409","APR",2007,"Plant Disease","Wasco","OR","WHEAT",8486.2
"30410","MAY",2007,"Plant Disease","Wasco","OR","WHEAT",3096
"30411","JUN",2009,"Plant Disease","Wasco","OR","WHEAT",31444.4
"30412","MAY",2009,"Plant Disease","Wasco","OR","WHEAT",4413
"30413","JUN",2010,"Plant Disease","Wasco","OR","WHEAT",2039
"30414","JUN",2011,"Plant Disease","Wasco","OR","WHEAT",39888
"30415","MAY",2011,"Plant Disease","Wasco","OR","WHEAT",96560
"30416","JUL",2002,"Wildlife","Wasco","OR","WHEAT",42.8
"30417","MAY",2002,"Wildlife","Wasco","OR","WHEAT",373.2
"30418","JUN",2003,"Wildlife","Wasco","OR","WHEAT",11306.87
"30419","MAY",2004,"Wildlife","Wasco","OR","WHEAT",2447
"30420","MAY",2005,"Wildlife","Wasco","OR","WHEAT",4924.8
"30421","FEB",2006,"Wildlife","Wasco","OR","WHEAT",474
"30422","JUL",2007,"Wildlife","Wasco","OR","WHEAT",2551.6
"30423","JUN",2007,"Wildlife","Wasco","OR","WHEAT",639.8
